(30590888,20)
(58416255,20)
(26827947,20)
(25033504,20)
(22392014,20)
(60807681,20)
(33649157,20)
(46491336,20)
(20549026,20)
(74596914,20)
(31203692,20)
(56852935,20)
(18459507,20)
(71286717,20)
(14277365,20)
(14410033,20)
(73148157,20)
(67775510,20)
(55963709,20)
(35365204,20)
(28654732,20)
(34538187,20)
(22402298,20)
(18484709,20)
(64085433,20)
(17842415,20)
(23780831,20)
(17933880,20)
(14629540,20)
(60506053,20)
(26904901,20)
(24495763,20)
(36105677,20)
(67806984,20)
(21176498,20)
(66726983,20)
(19134005,20)
(53789811,20)
(18181620,20)
(63912529,20)
(16190489,20)
(30426304,20)
(60728071,20)
(13274142,20)
(16482445,20)
(20797800,20)
(16412610,20)
(33332404,20)
(15787735,20)
(22336987,20)
(15510639,20)
(19137804,20)
(17034486,20)
(37248723,20)
(41716461,20)
(43973637,20)
(12663352,20)
(44313886,20)
(19683560,20)
(17957089,20)
(36125265,20)
(64534079,20)
(61695228,20)
(24494310,20)
(15294801,20)
(9500462,20)
(73479113,20)
(21116276,20)
(38932766,20)
(17343124,20)
(25704270,20)
(63302035,20)
(15709438,20)
(58610630,20)
(58560904,20)
(19570909,20)
(59246306,20)
(22910722,20)
(51774354,20)
(17571460,20)
(30081094,20)
(23873871,20)
(65807247,20)
(15843918,20)
(65977121,20)
(63384918,20)
(212913,20)
(38608034,20)
(43995265,20)
(26324507,20)
(35970088,20)
(64338408,20)
(16430455,20)
(16059033,20)
(31610638,20)
(22931870,20)
(16122121,20)
(16432162,20)
(19361438,20)
(73445315,20)
(54455042,20)
(1007041,20)
(24447493,20)
(62938520,20)
(62424102,20)
(17207004,20)
(38913093,20)
(56166289,20)
(24201126,20)
(56581451,20)
(20755072,20)
(36783196,20)
(22457075,20)
(15657647,20)
(66701911,20)
(15674094,20)
(17324801,20)
(21813988,20)
(24148791,20)
(14357456,20)
(24775496,20)
(33428418,20)
(40112126,20)
(21251417,20)
(25467243,20)
(64337180,20)
(66767860,20)
(18211005,20)
(64340692,20)
(20351216,20)
(15576369,20)
(65189520,20)
(18470070,20)
(29618555,20)
(12944952,20)
(67288194,20)
(40444403,20)
(37457077,20)
(66720149,20)
(66478045,20)
(21839308,20)
(43654924,20)
(36124505,20)
(35628492,20)
(21727051,20)
(15496696,20)
(29941589,20)
(64337804,20)
(29473420,20)
(31175629,20)
(14707784,20)
(7119702,20)
(73435866,20)
(73502482,20)
(19640974,20)
(15053754,20)
(984851,20)
(39291662,20)
(57183308,20)
(6266482,20)
(25045969,20)
(12914702,20)
(22092544,20)
(23387888,20)
(39149370,20)
(27792033,20)
(15130854,20)
(16284872,20)
(74792195,20)
(20961790,20)
(17892653,20)
(29485143,20)
(73328412,20)
(26334250,20)
(14348141,20)
(71146071,20)
(38095773,20)
(19365120,20)
(17554049,19)
(33336147,19)
(67457092,19)
(32477981,19)
(22898704,19)
(65805552,19)
(16199142,19)
(19698922,19)
(23958530,19)
(42373440,19)
(24562269,19)
(15272560,19)
(21449046,19)
(18730107,19)
(30492203,19)
(46572058,19)
(18860401,19)
(30726907,19)
(26943391,19)
(67673589,19)
(53148674,19)
(38952393,19)
(22222325,19)
(61142545,19)
(14264410,19)
(18405605,19)
(64569307,19)
(3291841,18)
(41652749,18)
(14111100,18)
(22557751,18)
(26910839,18)
(18345718,18)
(19463109,18)
(27767091,18)
(16717717,18)
(33983338,18)
(20386374,18)
(42291003,18)
(17077389,18)
(16045919,18)
(26556221,18)
(24403061,18)
(18932901,18)
(19956779,18)
(66142438,18)
(53307676,18)
(40319584,18)
(15314371,18)
(40684983,18)
(15842079,18)
(16679666,18)
(2332831,18)
(10221272,18)
(39367215,18)
(22579874,18)
(28731194,18)
(47217123,18)
(22892452,18)
(65492891,18)
(73302346,18)
(27162499,18)
(36154143,18)
(38551656,18)
(15603550,18)
(24981416,17)
(27798854,17)
(22337549,17)
(72481428,17)
(3468981,17)
(55481195,17)
(19513949,17)
(24843228,17)
(14802008,17)
(19168039,17)
(15587001,17)
(36324668,17)
(26169828,17)
(33120104,17)
(29296415,17)
(17219815,17)
(19137241,17)
(19805586,17)
(32013434,17)
(16116606,17)
(5762912,17)
(19103902,17)
(22576201,17)
(61427973,17)
(17259725,17)
(23569576,17)
(38480840,17)
(25558182,17)
(14401108,16)
(50781593,16)
(21034460,16)
(47732575,16)
(9547822,16)
(26094569,16)
(16036279,16)
(71653935,16)
(24631646,16)
(14194436,16)
(16602943,16)
(25014427,16)
(15160177,16)
(26706689,16)
(66703484,16)
(22726661,16)
(14185883,16)
(7579332,16)
(15653520,16)
(60115297,16)
(13175682,16)
(14090989,16)
(17714759,16)
(10452382,16)
(14394526,16)
(14871516,16)
(17162087,16)
(15897404,16)
(14551010,16)
(32724831,16)
(38550286,16)
(34439572,16)
(42825446,16)
(60225749,16)
(18497086,16)
(63267468,16)
(27835933,16)
(22703888,16)
(36007169,16)
(21686618,16)
(65352607,16)
(35151989,16)
(40634150,16)
(36771253,16)
(68210174,16)
(51659495,16)
(36555559,16)
(27365673,16)
(18847811,16)
(69300015,16)
(26547031,16)
(24345922,15)
(19087826,15)
(72658131,15)
(69529222,15)
(26449373,15)
(23322711,15)
(68798994,15)
(18066337,15)
(16902654,15)
(34978152,15)
(35050354,15)
(56870182,15)
(72351647,15)
(30062142,15)
(11615822,15)
(39151521,15)
(39808170,15)
(7437232,15)
(14227227,15)
(19552200,15)
(22073141,15)
(24828654,15)
(14904666,15)
(15165557,15)
(23187424,15)
(14318736,15)
(18227298,15)
(14296539,14)
(65301920,14)
(14503244,14)
(49567959,14)
(64934511,14)
(27386175,14)
(20127468,14)
(32275278,14)
(14735581,14)
(22130354,14)
(9167972,14)
(5687132,14)
(71127095,14)
(21563427,14)
(22548999,14)
(35811205,14)
(43595644,14)
(16038575,14)
(14581303,14)
(46470839,14)
(3441231,14)
(19897005,14)
(38000527,14)
(24920240,14)
(14253716,14)
(2483,14)
(18931068,14)
(5845242,14)
(14596823,14)
(33048193,14)
(10121352,14)
(38950120,14)
(15399592,14)
(30356686,14)
(14429534,14)
(55944417,14)
(41454323,14)
(23818094,14)
(18323111,14)
(16584398,14)
(15153723,14)
(16536762,14)
(36685953,14)
(17919256,14)
(18043187,14)
(15594967,14)
(75187907,14)
(36596173,14)
(46528511,14)
(17398731,14)
(15833917,14)
(29861578,14)
(19733342,14)
(19415952,14)
(17595795,14)
(14057705,14)
(40387610,14)
(32769750,13)
(74276953,13)
(17863627,13)
(20941271,13)
(44676321,13)
(22965261,13)
(19381818,13)
(16253848,13)
(20031632,13)
(3249251,13)
(15712320,13)
(37750164,13)
(21926655,13)
(44499521,13)
(65577007,13)
(20464528,13)
(18177235,13)
(24548371,13)
(32214502,13)
(26442004,13)
(15671198,13)
(16670920,13)
(41999021,13)
(72867727,13)
(24664726,13)
(26930355,13)
(75524056,13)
(26597562,13)
(16118721,13)
(20203463,13)
(11154762,13)
(19267390,13)
(27949768,13)
(8039072,13)
(39208495,13)
(24254832,13)
(18638671,13)
(38930264,13)
(2591071,13)
(30188137,13)
(32216522,12)
(54159463,12)
(20221876,12)
(41208951,12)
(16952837,12)
(14106550,12)
(27767684,12)
(15739994,12)
(46427343,12)
(34708778,12)
(60625681,12)
(40802115,12)
(19806179,12)
(24407416,12)
(7168652,12)
(11365562,12)
(45688599,12)
(14994418,12)
(24658574,12)
(19871320,12)
(5044451,12)
(56626185,12)
(70898580,12)
(57079653,12)
(46839066,12)
(18963070,12)
(21937305,12)
(12277352,12)
(28048291,12)
(20045799,12)
(35463856,12)
(16171342,12)
(41140910,12)
(42719624,12)
(37156669,12)
(15252019,12)
(19102883,12)
(53452362,12)
(66807399,12)
(26117205,12)
(17997104,12)
(26100500,12)
(18643923,12)
(15655836,12)
(52885028,12)
(10721212,12)
(21308892,12)
(7379072,12)
(21180952,12)
(15007575,12)
(34663865,12)
(52845829,12)
(17856595,12)
(44015087,12)
(18102740,12)
(52811815,12)
(51311731,12)
(21468342,12)
(33145784,12)
(68596035,12)
(45452243,12)
(23540051,12)
(20129380,12)
(68160870,12)
(21427151,12)
(19414284,12)
(32987949,11)
(16324838,11)
(21984516,11)
(21382336,11)
(19556044,11)
(25036248,11)
(21607517,11)
(22114879,11)
(15388795,11)
(762204,11)
(61931205,11)
(14382311,11)
(57856723,11)
(19473897,11)
(20867702,11)
(24333012,11)
(49497802,11)
(22735806,11)
(68030833,11)
(17910893,11)
(13606642,11)
(34016154,11)
(17266673,11)
(20256469,11)
(24127380,11)
(39406454,11)
(20694467,11)
(15078559,11)
(35995375,11)
(15013985,11)
(36952401,11)
(64578128,11)
(28070049,11)
(59815991,11)
(38235974,11)
(74373026,11)
(25458052,11)
(45601517,11)
(15485242,11)
(73019724,11)
(19665052,11)
(9768492,11)
(5032021,11)
(33094560,11)
(19224506,11)
(16716257,11)
(15401510,11)
(15150693,11)
(72414281,11)
(27257484,11)
(24732534,11)
(14075392,11)
(14748615,11)
(33189321,11)
(20359279,11)
(33314164,11)
(21114756,11)
(26703186,11)
(18665754,11)
(74267257,10)
(19221181,10)
(18513586,10)
(22468440,10)
(66825166,10)
(16597773,10)
(19122744,10)
(15594407,10)
(62067396,10)
(61845696,10)
(30165523,10)
(65039639,10)
(16890330,10)
(18405034,10)
(29651197,10)
(24234341,10)
(23274442,10)
(61682333,10)
(14765605,10)
(22863306,10)
(13407732,10)
(27675842,10)
(15160117,10)
(75073884,10)
(37035037,10)
(72208158,10)
(27470310,10)
(68325259,10)
(15429067,10)
(24265574,10)
(29260080,10)
(66950281,10)
(18239707,10)
(60412899,10)
(26284863,10)
(14399922,10)
(28203510,10)
(50801995,10)
(21276030,10)
(49743410,10)
(14300557,10)
(74550160,10)
(37476788,10)
(65134800,10)
(19948030,10)
(30991884,10)
(18623817,10)
(35532958,10)
(24570577,10)
(18141003,10)
(44479033,10)
(14497469,10)
(37256602,10)
(25783102,10)
(26878236,10)
(45232745,10)
(58508184,10)
(28742870,10)
(30978196,10)
(48842533,10)
(22741750,10)
(49147420,10)
(64962756,10)
(9858752,10)
(61060587,10)
(70574241,10)
(67862609,10)
(35540619,10)
(70749374,10)
(52806914,10)
(37825983,9)
(69425014,9)
(22550691,9)
(74667592,9)
(20127060,9)
(55398406,9)
(69182454,9)
(64293309,9)
(59348749,9)
(21968591,9)
(37953113,9)
(43220761,9)
(18441863,9)
(14993613,9)
(66708956,9)
(16974239,9)
(35420658,9)
(20838759,9)
(38464788,9)
(40678250,9)
(18812947,9)
(17349975,9)
(29458647,9)
(20480668,9)
(16874037,9)
(59007991,9)
(22550358,9)
(14748680,9)
(26380492,9)
(34159730,9)
(22667529,9)
(19062367,9)
(21448842,9)
(16066877,9)
(63792578,9)
(15035095,9)
(18746074,9)
(21645949,9)
(22716731,9)
(17087840,9)
(43580753,9)
(16415603,9)
(27827519,9)
(36236949,9)
(16181228,9)
(30810998,9)
(67207140,9)
(56949170,9)
(31598374,9)
(28494277,9)
(56863127,9)
(9900882,9)
(40160565,9)
(21315701,9)
(26374246,9)
(17245815,9)
(22812993,9)
(54116600,9)
(36908606,9)
(57746518,9)
(15669188,9)
(74968235,9)
(17800106,9)
(48033419,9)
(45936189,9)
(6065682,8)
(14758091,8)
(24649573,8)
(15081737,8)
(22801309,8)
(25200148,8)
(14116305,8)
(29629916,8)
(22075600,8)
(23721719,8)
(28037631,8)
(75728727,8)
(55077444,8)
(27800712,8)
(17873937,8)
(54836313,8)
(16961421,8)
(57902562,8)
(25873628,8)
(43071176,8)
(33130921,8)
(8986702,8)
(42909742,8)
(13119862,8)
(64273021,8)
(74656043,8)
(35528483,8)
(30971612,8)
(15575408,8)
(16954838,8)
(31353077,8)
(17860806,8)
(14766418,8)
(7861622,8)
(20493821,8)
(67741245,8)
(20556564,8)
(31277826,8)
(23327961,8)
(43473214,8)
(55972694,8)
(16131714,8)
(30983771,8)
(41717904,8)
(74823713,8)
(21341029,8)
(25293325,8)
(47234256,8)
(48466870,8)
(15880501,8)
(7377702,8)
(25792464,8)
(16584932,8)
(14305399,8)
(21091954,8)
(38586868,8)
(18300176,8)
(64393,8)
(16428438,8)
(19434266,8)
(56266622,8)
(73134049,8)
(70748565,8)
(23915051,8)
(15187351,8)
(38713386,8)
(15136819,8)
(15921499,8)
(64554571,8)
(17831359,8)
(12671862,8)
(32815893,8)
(15422830,8)
(45451409,8)
(34000178,8)
(15484809,8)
(14111373,8)
(23368178,8)
(75651087,8)
(889431,8)
(40107120,8)
(23460070,8)
(30045479,7)
(17003705,7)
(13541422,7)
(15615817,7)
(42574381,7)
(60967276,7)
(60020303,7)
(42589133,7)
(23023236,7)
(34064493,7)
(36520803,7)
(40330362,7)
(72229085,7)
(16315101,7)
(41080004,7)
(14240351,7)
(33073858,7)
(17504717,7)
(23912873,7)
(41324404,7)
(11595422,7)
(31062172,7)
(19308184,7)
(53263011,7)
(20928736,7)
(66713693,7)
(22237274,7)
(37470009,7)
(14651479,7)
(24786985,7)
(31516265,7)
(65411423,7)
(35765624,7)
(11339092,7)
(21765335,7)
(49899041,7)
(72620457,7)
(72795305,7)
(34368385,7)
(17852302,7)
(48885987,7)
(15195198,7)
(30260848,7)
(72550130,7)
(65993723,7)
(18930782,7)
(6210462,7)
(47738073,7)
(16409467,7)
(46018723,7)
(26189301,7)
(30902105,7)
(23889412,7)
(15144740,7)
(28214924,7)
(15871911,7)
(23331954,7)
(18303361,7)
(24124675,7)
(67527828,7)
(56887696,7)
(31489366,7)
(51308640,7)
(19867922,7)
(25124479,7)
(39924290,7)
(24272975,7)
(70911938,7)
(75070825,7)
(68904673,7)
(58171733,7)
(16452920,7)
(43664739,7)
(67637376,7)
(24491552,7)
(66352201,7)
(27095933,7)
(24076242,7)
(14212256,7)
(16552465,7)
(44277806,7)
(61273568,6)
(21530834,6)
(51150965,6)
(61338329,6)
(19939206,6)
(43006980,6)
(18125189,6)
(22495024,6)
(9427202,6)
(30516960,6)
(62831256,6)
(44711731,6)
(19879126,6)
(44859513,6)
(17540884,6)
(74872146,6)
(7198022,6)
(35400653,6)
(17397786,6)
(63909425,6)
(8570172,6)
(16982368,6)
(26375576,6)
(21613968,6)
(16243471,6)
(15905857,6)
(18637160,6)
(19335125,6)
(16337290,6)
(26450539,6)
(34097876,6)
(38091481,6)
(5519212,6)
(17761319,6)
(18232781,6)
(28742972,6)
(19955362,6)
(38538142,6)
(40337575,6)
(17831677,6)
(17224576,6)
(45294219,6)
(18311307,6)
(60988829,6)
(75111530,6)
(25187991,6)
(21584178,6)
(17378232,6)
(19872117,6)
(17859589,6)
(41305021,6)
(18950402,6)
(24001052,6)
(28830707,6)
(71087653,6)
(55788647,6)
(12958492,6)
(46594688,6)
(59184421,6)
(26604904,6)
(19525414,6)
(21410647,6)
(19059195,6)
(42553265,6)
(18558192,6)
(20288792,6)
(17673938,6)
(15564252,6)
(30974544,6)
(27352474,6)
(9164302,6)
(66074182,6)
(43029650,6)
(32649697,6)
(23358756,6)
(36761916,6)
(50201107,6)
(25192689,6)
(24218674,6)
(38803771,6)
(14188497,6)
(14680585,6)
(17301803,6)
(18136274,6)
(34561495,6)
(33003834,6)
(33280575,6)
(20004168,6)
(16455120,6)
(19997568,6)
(14559108,6)
(28648463,6)
(15064764,6)
(18755337,6)
(22237062,6)
(20335149,6)
(41040863,6)
(60125670,6)
(17918909,6)
(51986396,6)
(24332828,6)
(46321100,6)
(14586946,6)
(41931493,6)
(23529771,6)
(9449792,6)
(12395172,6)
(24994898,6)
(19131837,6)
(28833010,6)
(17889479,5)
(63611781,5)
(44861171,5)
(15282695,5)
(25405690,5)
(16366581,5)
(46939702,5)
(31638993,5)
(60085637,5)
(28431303,5)
(19214023,5)
(21050875,5)
(12999312,5)
(16034300,5)
(20859562,5)
(53538429,5)
(33254708,5)
(8349732,5)
(20254479,5)
(37734074,5)
(23881241,5)
(20815802,5)
(65857271,5)
(34011379,5)
(17032558,5)
(29127993,5)
(26699484,5)
(66897665,5)
(72970299,5)
(30768786,5)
(8956332,5)
(22091930,5)
(33596598,5)
(15121520,5)
(66249927,5)
(19314650,5)
(73871348,5)
(50378873,5)
(15910272,5)
(66000474,5)
(19433859,5)
(33748567,5)
(19458118,5)
(60144769,5)
(65479475,5)
(19702906,5)
(64642127,5)
(19415864,5)
(18998623,5)
(20197563,5)
(15201037,5)
(2341481,5)
(24809286,5)
(65094773,5)
(19204328,5)
(21034546,5)
(24911337,5)
(30799430,5)
(15651811,5)
(28455688,5)
(40588719,5)
(48272987,5)
(62978456,5)
(74374115,5)
(17859981,5)
(17986315,5)
(27157751,5)
(32517214,5)
(31319909,5)
(40939777,5)
(59732102,5)
(26964557,5)
(18039189,5)
(16818762,5)
(35913354,5)
(10324402,5)
(9630822,5)
(71049844,5)
(32204550,5)
(28165466,5)
(26379899,5)
(54938862,5)
(16654866,5)
(24083300,5)
(16741048,5)
(20812866,5)
(20647262,5)
(22353217,5)
(15743546,5)
(45446833,5)
(40966469,5)
(30070535,5)
(26652321,5)
(41719958,5)
(28610129,5)
(60754551,5)
(27379277,5)
(17010974,5)
(38613642,5)
(14296153,5)
(48556086,5)
(21121245,5)
(68790757,5)
(38618529,5)
(69189770,5)
(58901872,5)
(11380112,5)
(18221939,5)
(19307074,5)
(27544044,5)
(41472977,5)
(18004553,5)
(23181333,5)
(24195564,5)
(24835275,5)
(9201162,5)
(18176551,5)
(21681591,5)
(22067198,5)
(23531319,5)
(15753681,5)
(74296525,5)
(19796753,5)
(27254972,5)
(31233450,5)
(29510055,5)
(17397564,5)
(41282683,5)
(50713627,4)
(26952261,4)
(24416316,4)
(21234391,4)
(73822033,4)
(23911778,4)
(8822732,4)
(53728845,4)
(17998052,4)
(57266089,4)
(14325170,4)
(32774740,4)
(53919756,4)
(28878571,4)
(28507008,4)
(19435547,4)
(18175220,4)
(39808810,4)
(23792280,4)
(22154062,4)
(17283120,4)
(24493609,4)
(15962096,4)
(72663923,4)
(14840869,4)
(24633940,4)
(34330652,4)
(14501730,4)
(31086826,4)
(25736081,4)
(59394663,4)
(14822726,4)
(68907284,4)
(23172332,4)
(30594711,4)
(29148771,4)
(46744523,4)
(38596996,4)
(18504255,4)
(56817071,4)
(44635560,4)
(23033031,4)
(71113932,4)
(671303,4)
(10728702,4)
(68336121,4)
(32622836,4)
(13066682,4)
(23599540,4)
(17945218,4)
(23913748,4)
(16409683,4)
(12712912,4)
(22430384,4)
(37600169,4)
(70224046,4)
(66249680,4)
(23834272,4)
(18001985,4)
(26089319,4)
(61562503,4)
(57824505,4)
(15496725,4)
(51534754,4)
(43397824,4)
(16515385,4)
(74307395,4)
(29413628,4)
(21465948,4)
(33700148,4)
(17162524,4)
(20791292,4)
(75484316,4)
(23983293,4)
(20467328,4)
(24326808,4)
(9275742,4)
(67474550,4)
(21256601,4)
(21996778,4)
(57065627,4)
(72396608,4)
(56036326,4)
(32953183,4)
(45733721,4)
(36202442,4)
(26058447,4)
(22569229,4)
(71273952,4)
(51365272,4)
(24582765,4)
(24210847,4)
(35290587,4)
(69670677,4)
(14329898,4)
(28758553,4)
(17917478,4)
(32637053,4)
(36299262,4)
(14771220,4)
(34862549,4)
(15637841,4)
(15249156,4)
(17375341,4)
(37734469,4)
(17006007,4)
(30059550,4)
(47414546,4)
(17396190,4)
(26291987,4)
(18347653,4)
(75630020,4)
(67512068,4)
(17931137,4)
(61043269,4)
(16244864,4)
(35370034,4)
(15128710,4)
(28441910,4)
(26213831,4)
(21211025,4)
(16344300,4)
(14464518,4)
(33416041,4)
(24612101,4)
(14531446,4)
(26916582,4)
(26288880,4)
(5961432,4)
(31245020,4)
(62430569,4)
(41141120,4)
(15878470,4)
(36772144,4)
(22000337,4)
(22578727,4)
(63114188,4)
(43940250,4)
(40158755,4)
(27467015,4)
(27289821,4)
(27831902,4)
(30348776,4)
(14272454,4)
(27097486,4)
(18112995,4)
(39198504,4)
(53590180,4)
(52492685,4)
(27484208,4)
(20401825,4)
(24828203,4)
(20174611,4)
(22216725,4)
(17919269,4)
(21148144,4)
(35111608,4)
(15423869,4)
(26083832,4)
(23128386,4)
(29775906,4)
(8383522,4)
(23814526,4)
(22366541,3)
(8014572,3)
(5995782,3)
(17585296,3)
(24852546,3)
(50610938,3)
(21468608,3)
(15227791,3)
(13271622,3)
(49168397,3)
(19759477,3)
(42672238,3)
(7539302,3)
(25927973,3)
(14278843,3)
(18987287,3)
(2026,3)
(21169745,3)
(30920049,3)
(16154373,3)
(16383250,3)
(14667411,3)
(19993485,3)
(69964697,3)
(46254056,3)
(36592304,3)
(8740272,3)
(20776190,3)
(33590956,3)
(65695805,3)
(21384001,3)
(7282002,3)
(68813436,3)
(23881287,3)
(17878505,3)
(75114301,3)
(15109215,3)
(7106482,3)
(24917821,3)
(16888904,3)
(24286351,3)
(40076652,3)
(38637628,3)
(26101829,3)
(49688594,3)
(29879795,3)
(15575251,3)
(39823506,3)
(17086900,3)
